index,Stilling id,Registrert dato,Arbeidssted fylke,Yrke grovgruppe,Stillingsbeskrivelse vasket
40072,9614412,2017-08-02,Østfold,Reiseliv og transport,"Sjåfør kl. C. Arbeidsgiver. AS. Stillingstittel. Sjåfør kl. C. Sted. Rolvsøy. Frist. Fortløpende. Varighet. Engasjement. Sjåfør  . For våre kunder som holder til i Fredrikstad og Sarpsborg, søker vi nå etter sjåfører som har masse stå på vilje og er serviceinnstilte. Vi søker sjåfører for både engasjement vikariat og fast ansettelse.   Har du tidligere erfaring fra distribusjon er dette en fordel men ingen krav. Må tåle et høyt tempo og ha god arbeidsmoral. Kjøringen er på dagtid fra 0700. ca 1630 i Østfold omegn. Må ha sertifikat kl C. Må ha yrkessjåfør beviset. Må kommunisere bra på norsk. Ha erfaring som sjåfør. Trives med å jobbe som sjåfør. Være samarbeidsvillig. Ha god fysikk. For mer informasjon ta kontakt med. .  . Om arbeidsgiveren. Vi er et bemanningsselskap som driver med rekruttering og utleie av vikarer. Vi holder til i lyse og moderne lokaler sentralt i Østfold. Vi jobber tett mot kunder og vikarer innenfor de fleste yrkesgrupper. "
10943,9521417,2017-02-01,Vestfold,Butikk- og salgsarbeid,". Vi søker nå etter salgskonsulenter som skal arbeide med nysalg av strøm på dør mot privatmarkedet.  . Stilling er fra 16:30. 21:00 hverdager og helger på dagtid hvis ønskelig. Vi søker deg som er entusiastisk, etterrettelig og trives med høyt tempo. Det er en fordel om du har salgserfaring fra før, men det er viktigere at du er åpen for nye utfordringer, ønsker å utvikle deg selv og jobbe målrettet mot resultater.  . Vi tilbyr.  Særdeles gode provisjon og bonusordninger. Gode karrieremuligheter innenfor salg og salgsledelse. Grundig opplæring og oppfølging. Et hyggelig og inkluderende arbeidsmiljø. Ønskede kvalifikasjoner.  Energisk. Trives med høyt tempo. Glad i å prate. Gode kommunikasjonsferdigheter. Konkurranseinnstinkt. Ståpåvilje. Interessert.  . Send mail til  . Vi ansetter fortløpende gode kandidater. "
81238,9605671,2017-07-05,Akershus,"Helse, pleie og omsorg",". Planlegge, tilrettelegge og drifte senterets tilbud. Planlegge og gjennomføre kurs. Ha ansvar for aktivitetsgrupper, og utvikle aktiviteter. Ha interesse for kultur, og være med å utvikle kulturtilbudet på senteret. Jobbe aktivt for brukermedvirkning, og bistå brukerne i å utnytte sine ressurser på best mulig måte. Samarbeide med interne og eksterne samarbeidspartnere. Det er ønskelig at du har helse. eller sosialfaglig høyskoleutdanning, og eller erfaring fra arbeid med mennesker med psykiske helseplager. Det er også ønskelig at du har erfaring fra å jobbe med musikk. Vi ser helst at du har førerkort. Du er en engasjert, kreativ og fleksibel person, som vil være med å utvikle senteret. Du er glad i å jobbe med mennesker. Du er trygg på deg selv, trives med mange arbeidsoppgaver, og kan håndtere uforutsette utfordringer. Vi ønsker en som ser verdien av å jobbe i team. Personlig egnethet vektlegges. God arbeidstid, fortrinnsvis dagtid og fleksitidsordning. God pensjons. og forsikringsordning. Mulighet for fag. kompetanseutvikling. Helsefremmende aktiviteter og velferdsgoder, blant annet firmahytter. IA. bedrift. Som ansatt i Lørenskog kommune må du kunne identifisere deg med våre verdier. åpen, troverdig og engasjert. Lørenskog kommune ønsker å ha mangfold på arbeidsplassene som speiler befolkningen, og oppfordrer alle kvalifiserte kandidater til å søke. I henhold til Offentleglova § 25, kan opplysninger om søkere bli offentliggjort selv om søkeren har bedt om å ikke bli oppført på søkerlisten. Det må fremlegges gyldig politiattest før tiltredelse. Kontaktinformasjon. , Leder rus og psykisk helse, . Heidi N. Lie, Miljøterapeut, .  Lørenskog. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
61093,9641240,2017-09-26,Møre og Romsdal,Ingeniør- og ikt-fag,Se stillingsbeskrivelse på https: aquagen. no kategori ledige. stillinger. Spørsmål om stillingen kan rettes til administrerende direktør. på telefon. . Søknad sendes til. innen 06. 10. 17
80409,9661262,2017-10-31,Oslo,Bygg og anlegg,". AS er et bemanningsselskap som er spesialisert innen bygg og anlegg. Våre kunder er store og mellomstore entreprenører og byggmestere som setter høye krav til profesjonalitet og seriøsitet. Vi er lokalisert i Bergen, Oslo og Stavanger. Vi søker kontinuerlig erfarne fagarbeidere med høy yrkesstolthet og som er opptatt av utføre arbeid av høy kvalitet. Er du utkikk etter nye utfordringer og liker å ta ansvar. Vi søker faglærte rørleggere til prosjekter i Oslo og Akershus. Ønskede kvalifikasjoner.  °Skandinavisk norsk fagbrev som rørlegger. °Minimum 2 års relevant erfaring. °Gode kommunikasjonsevner på norsk eller skandinavisk. °Erfaring fra Norge. °God tegningsforståelse. °Kan jobbe selvstendig og effektivt. Vi tilbyr. °Et godt arbeidsmiljø med svært hyggelige kolleger. °Engasjement med gode muligheter for forlengelse. °Gode betingelser, forsikringer og pensjonsordning. °Hjelp til å skaffe bolig bosted om du er tilflytter. Søk snarest, ansettelser skjer fortløpende. "
60153,9688895,2017-12-15,Hordaland,Industriarbeid,". søker flere kvalifiserte Blikkenslagere til fast stilling i Bergen.  .  . Minimum 2. 4 års erfaring som Blikkenslager, eller annet av praktiske fag. Fortrinnsvis ønskes fagbrev. Lang erfaring kan kompensere manglende formell utdannelse. Potensielle kandidater må være motiverte, lærervillig, nøyaktig i utførelse og samarbeidsvillig samt samarbeidsorientert. Inneha god arbeidsmoral og være engasjert og pliktoppfyllende er et krav. Kandidater som evalueres for videre intervju må beherske godt norsk, skandinavisk og engelsk. Ta kontakt med. ,. eller. på tlf: . eller send e. post til.   . "
100668,9634421,2017-09-13,Oppland,"Helse, pleie og omsorg","VIKARER I ENHET FOR OMSORG OG REHABILITERING. Etnedal kommune har behov for vikarer i enhet for Omsorg og rehabilitering, ved avdeling for hjemmetjenester og Etnedalsheimen. Kvalifikasjonskrav: Offentlig godkjent sykepleier eller fagbrev som helsefagarbeider. Nærmere opplysninger ved henvendelse til enhetsleder. på tlf. Den som blir ansatt, må legge fram politiattest. Det gjøres oppmerksom på at navnet på en søker kan bli offentliggjort selv om søkeren har bedt om at navnet blir unntatt offentlighet. Etnedal kommune kan tilby.  	Variert og utfordrende arbeid i et positivt miljø. 	Inkluderende arbeidsliv. 	Gode forsikrings. og pensjonsvilkår. 	Lønn etter avtale. Søknad sendes via vårt søknadssenter: Klikk her. Attester og vitnemål sendes med elektronisk, eller tas med til event. intervju. "
145271,9506631,2017-01-04,Vest-Agder,"Helse, pleie og omsorg","Enhet for hjemmetjeneste og rehabilitering. Vennesla kommune. Vi tilbyr. . Sykepleiestudenter. Vernepleiere. Vernepleierstudenter. Hjelpepleiere. Helsefagarbeidere. Omsorgsarbeidere. Vi ønsker primært personer med helsefaglig utdanning, men ufaglærte kan også søke. Søkere må beherske skandinavisk språk skriftlig og muntlig. Fagutdanning. Sentrumsvegen 43, 4700 Vennesla. , Leder hjemmesykepleien Venneslavegen, Mobiltelefon. , Leder hjemmesykepleien Venneslatunet, Mobiltelefon. , Enhetsleder, Telefon.  Mobiltlf.  Annonsør: Vennesla kommune. Ref. nr. .  Stillingsbrøk: Varierende. Vikar. For elektronisk søknadsskjema.  "
88666,9512151,2017-01-16,Rogaland,Industriarbeid,Arbeidsområde:·         drift og vedlikehold av ulike prosessavdelinger samt kaiavdeling                        ·         overvåking og regulering av prosessen foregår hovedsakelig ved hjelp av datastyring Kvalifikasjoner krav til søker:·         evne til å ta ansvar og arbeide i team·         datakunnskap·         arbeidsordningen er basert på helkontinuerlig skiftordning·         ønskelig med  prosessfaglig eller mekanisk bakgrunn  . Tiltredelse: Snarlig. Arbeidssted: Husøyveien. Avaldsnes. 
30129,9659847,2017-10-27,Rogaland,"Helse, pleie og omsorg",". Sola er en mellomstor kommune med rundt 26. 000 innbyggere, sentralt beliggende på. i hjertet av den dynamiske Stavanger. regionen. Kommunen har en betydelig offshoreindustri, internasjonal flyplass og godt utbygde tilbud innen helse og omsorg, skole og kultur. Vi jobber kontinuerlig med forenkling, forbedring og fornying. Kort om stillingen. Boligkontoret er i spennende utvikling og har behov for å øke bemanningen. Det er ledig fast 100. stilling som boveileder saksbehandler med oppstart 01. 01. 18. Arbeidssted. Boligkontoret er organisert under bestillerkontoret, og er en del av tjenesteområde levekår. Boligkontoret er plassert sentralt i Sola sentrum. Arbeidet vil primært foregå på kontor og i de kommunale boligene. Arbeidsoppgaver. Veilede på hvordan bo. Oppfølging av brudd på husleiekontrakt eller husordensregler. Bistå leietakere som har særskilte behov for hjelp til å oppfylle leiekontrakt. Forebygge utkastelser. Jobbe tverrfaglig og tverretatlig. Saksbehandle søknader om kommunal bolig. Saksbehandle søknader om husbankens støtteordninger. Bidra i arbeid med å få beboere fra leie til å eie. Individuell oppfølging med fokus på brukerveiledning. Kartlegge behov og ressurser. Andre oppgaver pålagt av leder. Kvalifikasjoner. Det kreves relevant 3. årig utdanning på høgskole universitetsnivå. Relevant realkompetanse kan kompensere for manglende utdanning. Det kreves erfaring fra arbeid med minst en av følgende felt. flyktninger, rus, psykiatri eller boligsosialt arbeid. Erfaring fra saksbehandling og økonomi er en fordel. Evne til å arbeide både selvstendig og i team. Evne til å skape og bidra i et godt arbeidsmiljø. Må kunne bruke tilgjengelige IKT. verktøy og smarttelefon. Gode norskkunnskaper både skriftlig og muntlig. Sertifikat, klasse B er nødvendig. Politiattest. Krav til stillingen: Den som tiltrer stillingen må disponere egen bil i arbeidstiden. Det gis kjøregodtgjørelse etter gjeldende satser. Personlige egenskaper. God kjennskap til det offentlige hjelpeapparatet og kommunale helsetjenester. Evne til å se tjenesten i et samfunnsperspektiv og bidra i det daglige til at alle skal bo trygt og godt. Kompetanse på å stå i utfordrende situasjoner over tid. Gode kommunikasjons. og samarbeidsegenskaper. Fleksibel og tar initiativ. Evne til relasjonsbygging. Kunne arbeide selvstendig, målrettet og løsningsfokusert. Tålmodig med alle type mennesker. Personlig egnethet i forhold til brukergruppen. Liker variasjon i arbeidet. Godt humør. Vi tilbyr. Sola kommune har diverse velferdsordninger og gode pensjons. og forsikringsordninger. Ansettelse skjer forøvrig på de vilkår og med de plikter som fremgår av utlysing, og de til en hver tid gjeldende lover, reglement og tariffavtaler. Lønn i henhold til lokal lønnspolitikk. Søknad sendes. Vi ønsker at søknaden sendes elektronisk (web. søknad). Søknadsskjema finner du ved å klikke på ""Søk på stilling"". Mer informasjon om hvordan du søker via web, finner du på kommunens nettsider www. sola. kommune. no under ""ledige stillinger"". Vennligst les dette før du fyller ut søknadsskjemaet. Deltidsansatte som har lavere stillingsprosent og som er kvalifisert for den utlyste stillingen, kan gjøre krav på fortrinnsrett. Slikt krav må fremsettes tydelig i søknaden. Vennligst ikke send inn vitnemål og attester. Dette må du ta med deg på et eventuelt intervju. stro"
70053,9686428,2017-12-12,Hordaland,Undervisning,". Kvinnherad vidaregåande skule har omlag 400 elevar og 75 tilsette. Skulen har følgjande utdanningsprogram: Studiespesialiserande, Teknikk og industriell produksjon, Elektrofag, Bygg. og anleggsteknikk, Service og samferdsle, Helse. og oppvekstfag og klassar for elevar med særskilte behov. Kvinnherad vidaregåande skule har ledig omlag 50. vikariat som faglærar innan helse. og oppvekstfag frå 01. 02. 18 til 31. 07. 18. Klasseleiing og undervisning, både på Vg1. og Vg2. nivå. Til alle undervisningsstillingar er det krav om relevant fagleg og pedagogisk kompetanse, jmfr. Opplæringslova. Til denne undervisningsstillinga er det krav om relevant helsefagleg kompetanse. Den som vert tilsett i vidaregåande skule må leggja fram politiattest. Alle nytilsettingar i Hordaland fylkeskommune vert gjort med ei prøvetid på 6 månader. Helse. og oppvekstfag. Høyskole universitet,Bachelorgrad. God evne til kommunikasjon og samarbeid. Strukturert. Ansvarsbevisst. Kunne motivere og leie. Relasjonsbyggar. Gode IKT. kunnskaper. Løn etter offentleg regulativ i samsvar med utdanning og praksis. Gode forsikrings. og pensjonsvilkår. Triveleg og godt tverrfagleg arbeidsmiljø. Kontaktinformasjon. , avdelingsleiar           , . , rektor                        , .  Husnes. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
146778,9555204,2017-03-30,Nordland,Akademiske yrker,"Jobbnorge ID: 136516. En vekstkoordinator evner å se hva som skal til for at flest mulig etablerer seg hos oss. Kjennskap til forsvaret kan være en fordel, men ikke et vilkår. Må ha god evne til skriftlig og muntlig kommunikasjon. Vi forventer relevant høyskole. eller universitetsutdanning, men legger stor vekt på personlig egnethet. Hovedoppgave vil være å legge til rette for økt bosetting, og at forsvarets behov kan dekkes av kortreiste varer og tjenester. Vi vil etablere en prosjektorganisasjon som leder arbeidet sammen med vekstkoordinatoren. Eventuelle ledige stunder kan fylles med andre administrative oppgaver. Tiltredelse snarest mulig, lønn etter avtale. Synes du dette høres spennende ut. Ta kontakt med rådmann. på tlf. eller ordfører. , tlf. Se annonsen og søk på stillingen www. jobbnorge. no"
77790,9601238,2017-06-27,Troms,Ingeniør- og ikt-fag,Er du klar for en utfordrende og utviklende avdelingslederstilling med ansvar for bygg og eiendom i et av Norges ledende prosjektledermiljøer. Se full utlysning og søk på www. wspgroup. no karriere
140313,9661591,2017-10-31,Oslo,Akademiske yrker,". Er du ryddig, strukturert og med evne til strategisk tenking kan du være vår nye spesialrådgiver i dokumentasjonstaben. Akershus fylkeskommune har en ledig stilling som spesialrådgiver i dokumentasjonsstaben. Akershus fylkeskommune har ca 5000 ansatte og ca 1500 er brukere av sak arkivsystemet ePhorte. Du vil være en del av et godt og kompetent fagmiljø i en stab bestående av 17 medarbeidere som ønsker seg en kollega med bred faglig erfaring. Stillingen er lokalisert i dokumentasjonsstaben som har ansvar for både arkivdanning, veiledning i arkivfaglige spørsmål og fylkeskommunens depot. Vi forutsetter at du identifiserer deg med og vil arbeide etter våre verdier: profesjonalitet, respekt og åpenhet. Dersom søker ikke fyller alle kvalifikasjonskravene, vil stillingen kunne endres til rådgiver og arbeidsoppgavene endres tilsvarende. kartlegging og oppfølging av nye og eksisterende fagsystemer. bistå systemeiere med å innarbeide løsninger for oppfølging av arkivkrav i nye og eksisterende IT. løsninger. langtidsbevaring av elektronisk skapt materiale fra både NOARK. løsninger og fagsystemer. oppgaver tilknyttet uttrekk fra fagsystemer for langtidsbevaring. andre oppgaver må påregnes. høgskole universitet med informasjonsteknologi i fagkretsen, i særskilte tilfeller vil realkompetanse kunne kompensere for krav om utdanning. minst 10. årig erfaring fra arkivprosjekter, der oppgaver tilknyttet langtidsbevaring og tilgjengeliggjøring av data har vært blant prosjektene. kjennskap til databaser, datanettverk og skytjenester. kjennskap til systemer som danner dokumentasjon i nettverk. godt kjennskap til kontorstøtteverktøy. minst 10. årig prosjekterfaring, gjerne kjennskap til Prince 2. minst 10. årig erfaring med elektronisk arkivering og rådgivning. svært gode kommunikasjonsevner og dokumenterbar god gjennomføringsevne. søker må beherske norsk muntlig og skriftlig svært godt. ryddig, strukturert, analytisk og med evne til strategisk tenkning. dyktig relasjonsbygger. gode samarbeidsevner og serviceinnstilling. evne til å inngå kompromisser. selvstendig, dynamisk og med evne til å være løsningsorientert. personlig egnethet vil bli vektlagt. hyggelig arbeidsplass sentralt i Oslo. konkurransedyktige betingelser etter gjeldende regler. gode pensjons. og lånevilkår gjennom Akershus interkommunale pensjonskasse. Kontaktinformasjon. , spesialrådgiver, .  Oslo. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
122092,9627589,2017-08-30,Oslo,Ingeniør- og ikt-fag,"Pga ökande orderingång söker vi nu 2 st projektledare inom våtrum plattsättning. Kvalifikationer. Yrkesbevis. Erfarenhet som projektledare eller som egen företagare. Erfarenhet av att sammanställa kalkyler och offerter. God förmåga att kunna uttrycka dig väl i tal och skrift, både på svenska norska samt engelska. B. Som person är du driven, affarsmäsig samt har en stor social kompetens. Du trivs med att ha flera projekt igång samtidigt samt har förmåga att prioritera, planera och strukturera din tid. Villkor. Vi erbjuder tillsvidareanställning på heltid med start enligt överrenskommelse. Tjänstebil. Utmanande och spännande arbete i en verksamhet som ständigt utvecklas, med kompetenta och inspirerande kollegor, kontinuerlig kompetensutveckling och goda möjligheter till balans mellan arbete och fritid. Övrigt: Vi kan vara behjälpliga. Varaktighet : 	Tillsvidare. Arbetsdrift: Dag. Arbetstid: 	Heltid. Lön:	45000kr mån. Antal platser:	2. Körkort:	B. Startdatum: Etter avtal. Hur man söker: Skicka CV på e. mail. Företagets kontaktperson för annonsen:	. Telefon:	. 47. E. post:	. Arbetsplats ort.  Oslo Byggeplass. "
59428,9624489,2017-08-24,Akershus,Akademiske yrker,". Marine is a leading biotechnology company developing krill. derived products for consumer health and wellness and animal nutrition. The company has a strong position in its industry, and delivered a robust operating profit in 2016. Marine we believe in a world where everyone has access to quality nutrition and good health without compromising the planet. We are looking for more people like us, who believe they can make a difference in the world. We are about 280 employees globally, of which 150 work on board our krill vessels in Antarctica. We are a diverse company with more than 25 nationalities, spread across all time zones and most continents. Together, we form an international, high performing, diverse and fun work environment. Working with us means you appreciate diversity, are highly skilled within your field and can cope with unexpected situations. You enjoy a fast pace, tolerate quick decisions and continuously ongoing changes. You are a true team player who. when the situation requires so. We are now looking for a. to strengthen our team. As our. you will assist in management of the crew on our krill fishing vessels. The role includes various personnel administrative and accounting duties. We would like to highlight the following.  Manage crew changes and travel bookings. Follow. up crew on courses and renewal of certificates. Assist with payroll and invoicing. Assist in recruitment of crew. Administration of training courses. Maintain and improve HR administrative tools. Assist in HR reporting. Desired characteristics.  Self going, ability to take initiative. Structured and a fast learner. Excellent interpersonal and intercultural skills. Good communication skills, both oral and written (English, Norwegian and preferably Russian). Qualifications.  Russian language skills is an advantage. Experience with organizing travel is a plus. Experience with payroll is a plus. will work at our head offices at Fornebu, Norway. For more information about the role ± please contact.  ,. og Select, NES. . . 47. "
104108,9551777,2017-03-27,Telemark,Bygg og anlegg,"Vi søker etter en erfaren montør. Kvalifikasjoner erfaring.  Fagbrev og erfaring som montør gr. L. Førerkort kl. B. Være punktlig og serviceinnstilt. Beherske norsk muntlig og. Vi tilbyr.  Lønn etter avtale. Varierte arbeidsoppgaver. Godt arbeidsmiljø. Pensjon i KLP. Firmabil. Telefon. For spørsmål vedr. stillingen, ta kontakt med. på telefon. Søknad sendes til. . Søknadsfrist 31. mars 2017"
51829,9611597,2017-07-24,Sør-Trøndelag,Ingeniør- og ikt-fag,". Ved IT. tjenesten er det ledig en 100. fast stilling som nettverks. og sikkerhetsarkitekt. Sikkerhet er et svært viktig område innenfor IT, og vi ønsker derfor å styrke oss ytterligere. Informasjonssikkerhet skal sikre virksomhetens informasjon mot uønskede hendelser. Manglende informasjonssikkerhet innebærer risiko for cyberangrep, tapping av kritisk informasjon fra interne og eksterne, lekkasje av konfidensiell informasjon som personopplysninger, virksomhetskritisk informasjon osv. Det å innføre tekniske sikkerhetstiltak er en måte å sikre seg mot ovennevnte hendelser på. En kommune er en meget kompleks organisasjon med et bredt spekter av forretningsfunksjoner og prosesser. Dette gjenspeiles i et høyt antall IT. systemer av ulik årgang. Nye tjenester på et område må ofte forholde seg til en portefølje av andre IT. tjenester og systemer for å oppnå det nødvendige samspillet. Vi søker etter en erfaren nettverks. og sikkerhetsarkitekt som kan være med på å forvalte og videreutvikle vår sikkerhetsarkitektur. Det innebærer å være en sterk bidragsyter i å finne tekniske sikkerhetsløsninger både i samarbeid internt i organisasjonen og med eksterne leverandører. Det er en stor fordel dersom søkeren har jobbet med store og komplekse IT. arkitekturer og nettverk, og har forståelse for hvordan nettverkskomponentene og tjenestekomponentene fungerer i samspill. Utvikle og forvalte tjenester innenfor området nettverk og sikkerhet sammen med eksterne leverandører. Utvikle designprinsipper for tjenester innenfor området nettverk og sikkerhet. Påse at alle tjenester innen nettverkssikkerhet er ivaretatt i samarbeid med interne og eksterne ressurser. Vurdere ende. til. ende sikkerhet i større IT. systemer. Sikkerhetstesting med hovedfokus på teknisk inntrengingstesting til infrastruktur, applikasjoner, og da særlig web. og mobilapplikasjoner. Bistand i gjennomføring av risiko. og sårbarhetsanalyser av komplekse IT. systemer. Etablere og vedlikeholde maler og sjekklister for risikovurderinger. Være en støtte for teamet med systemutviklere vedrørende sikkerhet. Oppfølging av sikkerhetsmekanismene hos leverandørene og revisjon av leverandører i forhold til etterlevelse av sikkerhetskrav databehandleravtaler. Følge opp og være med på teknisk design diskusjoner med nettverksleverandøren. Minimum master siving, og gjerne relevant doktorgrad. Relevant lang erfaring med minimum bachelorgrad kan kompensere for master siv. ing. kravet. ISO 27001 27002 27005. CISSP. sertifisering og eller CISA. sertifisering er en fordel. Kjennskap til standarder og regelverk innen sikkerhet, sikkerhetspolicy, prosedyrer og kvalitetssystem. Erfaring med sikkerhetsarbeid i større virksomheter, gjerne også innen offentlig sektor. Oppdatert teoretisk og praktisk kunnskap på fagområdet. Forståelse for IT. standarder og god praksis. IT. Høyskole Universitet,. Siv. Har interesse for å forbedre og effektivisere IT. arkitektur. Er selvstendig, proaktiv og løsningsorientert. Er imøtekommende og serviceorientert. Har gode kommunikasjonsegenskaper. Er strukturert innovativ og analytisk og nøyaktig. Har evne til strategisk planlegging og handling samt organisasjons. og prosessforståelse. Har evne til å skape engasjement og lede prosesser. Norsk. Engelsk. En spennende rolle innenfor et strategisk viktig område for Trondheim kommune. Interessante arbeidsoppgaver med gode muligheter til faglig og personlig utvikling. Engasjer"
108723,9556169,2017-04-03,Oslo,"Helse, pleie og omsorg","Avdelingsleder lavterskel. . Overordnet budsjett og personalansvar. Overordnet ansvar for lavterskeltjenestenes kvalitets. og tjenesteutvikling. Ansvar for å sikre rekruttering og oppfølging av frivillige. Aktivt og engasjert bidra til helhetlig utvikling av av avdelingens og bydelens tjenester. Relevant lederutdanning og. eller ledererfaring. Mål. og resultatorientert, gode strategiske og analytiske evner, samt gode kommunikative ferdigheter. God skriftlig og muntlig fremstillingsevne. Gode lederegenskaper og dokumenterte resultater forutsettes. Personlig egnethet vektlegges. Faglig nysgjerrig og fremtidsrettet. Må tåle høy arbeidsbelastning i perioder. Strukturert. Samarbeidsorientert. Selvstendig. Engasjerte medarbeidere og kollegaer. Lønnsplassering i lønnstrinn 55 (kr 678 600) i Oslo kommunes regulativ. 5, 0694 Oslo. , Avdelingsdirektør,. , spesialkonsulent,. Annonsør: Oslo kommune,. Ref. nr. .  Stillingsbrøk: 100. Fast stilling. Startdato: 01. 08. 2017. Antall stillinger: 1. For elektronisk søknadsskjema.  "
39066,9591639,2017-06-08,Buskerud,Serviceyrker og annet arbeid,". På vegne av kunde i Kongsberg søker vi en teamleder som kan vise til gode resultater fra. Totalansvar for. tjenesten. Bidra til gode support prosesser og rutiner. Sørge for riktig saksgang i hht SLA KPI. Faglig ansvarlig for ansatte. Fullt personal. og budsjettansvar. Sørge for rett bemanning og organisering. Rapportering. Høyskole eller annet relevant utdannelse. Erfaring som leder med personalansvar. Gode IT kunnskaper. Erfaring fra. ITIL Foundation. Førerkort klasse B. Positiv og serviceinnstilt. Gode kommunikasjonsevner. Strukturert og selvstendig tilnærming til arbeidsoppgavene. Endringsvillig. Sterkt fokus på Kundeservice. Varierte og utfordrende oppgaver i et godt arbeidsmiljø. Pensjonsordning og helseforsikring. Ingen reiseaktivitet. Kontaktinformasjon. , . , .  Kongsberg. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
124626,9564390,2017-04-20,Hedmark,Butikk- og salgsarbeid,"Ekstrahjelp søkes til Nille Tynset. Fast ekstrahjelp til kveld, helger og ved ferieavvikling. Faste timer i turnus annenhver lørdag 7 timer, ellers etter behov. Vi søker deg som yter det lille ekstra, trives med høyt tempo, og har mulighet til å stille opp på kort varsel. Fordel med butikkerfaring fra lignende jobb. Vi søker en utadvendt selvstendig person med stå. på. vilje som er ryddig og ansvarsfull. Spørsmål om stillingen kan rettes til.  eller.  . Telefon: .  . "
80068,9674140,2017-11-21,Møre og Romsdal,Kontorarbeid,". 100. fast stilling. Teamleder lønn er faglig ansvarlig for lønnssfunksjonen i Ålesund kommune. Teamleder er nærmeste leder for eget team, og skal sørge for at arbeidsprosesser og systemer knyttet til lønn og godtgjøringer er effektive og hensiktsmessige. Teamleder vil ha et spesielt ansvar for kommunens HRM. system. Kommunen bruker for tiden. HRM. Det forventes arbeid med kontinuerlig forbedring av arbeidsprosesser, og hensiktsmessig digitalisering av de. Stillingen rapporterer til personal og organisasjonssjef, og det er nødvendig med godt samarbeid med virksomhet økonomi. Teamleder skal sammen med dyktige medarbeidere blant annet sørge for.  Utvikling og drift av HRM. systemet. Utvikling og vedlikehold av gode arbeidsprosesser innen eget fagområde, herunder dokumentasjon og opplæring av ledere og andre i kommunens virksomheter og foretak. Produksjon av lønnsdata, overføring av lønnsdata fra tidsystem, utbetaling av lønn og godtgjøringer med tilhørende myndighetsrapportering og overføring til økonomisystem. Administrativ oppfølging av sykmeldinger, og refusjonskrav. Støtte til virksomheter, foretak og AS i lønnsspørsmål. Informasjon til ansatte om pensjon, søknadsbehandling og innberetning av pensjonsgrunnlag. Utdanning på høyskole universitetsnivå, gjerne innen økonomi. Det er ønskelig medvidereutdanning i ledelse og relevant ledererfaring. Relevant erfaring med lønnsarbeid. Systemkompetanse. God kjennskap til personaladministrative arbeidsprosesser, tariffsystem, kommunale regnskapsbestemmelser, samt lover, regler og avtaleverk innenfor lønnsområdet. Økonomi. Administrasjon og ledelse. Ledelsesfag. Høyskole Universitet, Diplom Bachelorgrad. Trives med å ha ansvar, er faglig trygg, og liker å sammen med andre finne gode løsninger og oppnå resultater. Kommuniserer godt, er nøyaktig og legger til rette for forbedring og endring. Lønn etter avtale. Offentlig pensjonsordning. Godt arbeidsmiljø og kolleger som vil bidra til at du lykkes. Kontaktinformasjon. , Personal. og organisasjonssjef, (. 47).  Ålesund. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
130189,9611159,2017-07-21,Troms,Bygg og anlegg,". Jobzone har en visjon om å være den beste arbeidsgiver i bemanningsbransjen. Vi jobber tett mot kunder og vikarer innenfor de fleste yrkesområder, både i privat og offentlig sektor. Jobzone er det største norskeide bemanningsselskapet med over 40 lokale kontorer. 8000 medarbeidere fikk vikariater eller faste jobber gjennom Jobzone i 2016. In the region of Sortland, Harstad, Narvik and Lofoten there is a lot of building activity at the moment. Our customers have a great need for workers for short and longer periodes. We are looking for carpenters, painters, steel fixers and formbuilders and roofers. inside and outside jobs. doors, lists and window casing. panels etc. , Harstad, Narvik and Lofoten. you need experience as a carpainter. Painters. inside and outside painting. sparkling of polasterboards. , Harstad, Narvik and Lofoten. you need experience as a painter. Steelfixers. steelfixing and formbuilding. big projects running over a long time. you need experience as a steelfixer. Roofers. , Harstad, Narvik and Lofoten. you need experience as a roofer. Language. You need to speak english or scandianvian language. We help you with finding buying flighttickets. We have rooms availiable in the region. We offer salery after Norwegian tariffs. Plaease contact us as soon as possible if you want a job in our region. "
