Stilling id;Registrert dato;Yrke grovgruppe;Setning;Kategori
498638;2002-10-15;Kontorarbeid;Vi tilbyr Et positivt og ungdommelig arbeidsmiljø i en bedrift i stadig utvikling ;
498638;2002-10-15;Kontorarbeid;Send skriftlig søknad med CV og attester snarest ;
476526;2002-08-28;Akademiske yrker;Førstekonsulent til personalseksjonen administrasjonsavdelingen ;
476526;2002-08-28;Akademiske yrker;Arbeidsinnhold Utredningsoppgaver prosjektdeltakelse innenfor personalområdet ;
476526;2002-08-28;Akademiske yrker;Rekruttering og tilsetting ;
476526;2002-08-28;Akademiske yrker;Kvalifikasjonskrav Juridisk embetseksamen med hovedvekt på arbeidsrett ;
476526;2002-08-28;Akademiske yrker;Erfaring innen personalområdet er ønskelig ;
476526;2002-08-28;Akademiske yrker;Stor grad av selvstendighet ;
476526;2002-08-28;Akademiske yrker;Personlige egenskaper som initiativ og kreativitet samarbeidsevne humor samt god skriftlig og muntlig fremstillingsevne vil bli vektlagt ;
476526;2002-08-28;Akademiske yrker;Søkere med høyere relevant utdanning og god erfaring innen personalområdet kan også være aktuelle ;
476526;2002-08-28;Akademiske yrker;Lønnsplassering Førstekonsulent kode ltr ;
476526;2002-08-28;Akademiske yrker; avhengig av kvalifikasjoner ;
476526;2002-08-28;Akademiske yrker;Generelt Kontorets organisasjon er under stadig utvikling og stillingsinnehaver må derfor påregne endringer både i ansvarsområder og arbeidsoppgaver ;
476526;2002-08-28;Akademiske yrker;Tilsettingen skjer for øvrig på de vilkår som følger av lover instrukser og reglement som til enhver tid gjelder for stillingen ;
476526;2002-08-28;Akademiske yrker;For adgang til å inneha bistillinger bierverv eller næringsinteresser gjelder spesielle bestemmelser ;
476526;2002-08-28;Akademiske yrker;Stillingen har prøvetid ;
476526;2002-08-28;Akademiske yrker;Den statlige arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet i befolkningen ;
476526;2002-08-28;Akademiske yrker;Det er derfor et personalpolitisk mål å oppnå en balansert alders og kjønnssammensetning og rekruttere personer med innvandrerbakgrunn ;
476526;2002-08-28;Akademiske yrker;Personer med innvandrerbakgrunn oppfordres derfor til å søke stillingen ;
476526;2002-08-28;Akademiske yrker;Send søknad med CV kopier av vitnemål og attester ;
385719;2002-02-18;Ledere;Avdeling for økonomi og innkjøpstjenester ;
385719;2002-02-18;Ledere;Avdelingen består av seksjoner regnskap innkjøp og økonomisk rådgivning ;
385719;2002-02-18;Ledere;Det er til sammen ansatte ;
385719;2002-02-18;Ledere;Arbeidsoppgaver Avdelingsleder for Avdeling for økonomi og innkjøpstjenester ;
385719;2002-02-18;Ledere;Økonomisjefen vil få det overordnede ansvaret for innkjøp økonomistyring likviditet og regnskap ;
385719;2002-02-18;Ledere;Spesielle utfordringer vil være Videreutvikling av sykehusets økonomiske styringssystemer ;
385719;2002-02-18;Ledere;Etablere avtaler med sykehusets avdelinger for de tjenester som avdelingen skal utføre ;
385719;2002-02-18;Ledere;Kommunisere økonomiske styringsprinsipper overfor sykehusets øvrige ledelse ;
385719;2002-02-18;Ledere;Bidra til større forretningsmessig og økonomisk forståelse i alle ledd av organisasjonen ;
385719;2002-02-18;Ledere;Stillingen rapporterer til Direktør for Intern service ;
385719;2002-02-18;Ledere;Vi tilbyr en utfordrende og interessant stilling i en bransje i endring ;
385719;2002-02-18;Ledere;Kvalifikasjonskrav Evne til å kommunisere og samarbeide med andre fagområder ;
385719;2002-02-18;Ledere;Resultater å vise til fra tilsvarende stilling ;
385719;2002-02-18;Ledere;Praksis fra komplekse organisasjoner ;
385719;2002-02-18;Ledere;Høyere økonomisk utdanning ;
385719;2002-02-18;Ledere;Nærmere opplysninger ved tlf ;
385719;2002-02-18;Ledere;eller mobil e mail tlf ;
385719;2002-02-18;Ledere; e mail eller Direktør for tlf ;
385719;2002-02-18;Ledere; e mail Lovfestet pensjonsordning ;
385719;2002-02-18;Ledere;Vi kan være behjelpelig med bolig og barnehageplass ;
385719;2002-02-18;Ledere; Oppgi i søknaden hvis ønskelig Prøvetid Normalt mnd ;
385719;2002-02-18;Ledere;Søknadspapirer vil ikke bli returnert ;
500146;2002-10-17;Reiseliv og transport;Vår nåværende sjef for bookingavdelingen i vårt forretningsområdet Hurtigruten har etter mange år i vårt selskap sagt opp sin stilling ;
500146;2002-10-17;Reiseliv og transport;I den forbindelse søker vi ny bookingsjef som vil jobbe ssammen med motiverte medarbeidere i et spennende og utviklende arbeidsmiljø ;
500146;2002-10-17;Reiseliv og transport;Stillingen vil inngå som en sentral ressurs i selskapets salgsavdeling ;
500146;2002-10-17;Reiseliv og transport;Hovedoppgavene vil omfatte administativt ansvar for bookingavdelingen ;
500146;2002-10-17;Reiseliv og transport;Ansvar for strategiske og operasjonelle mål blir nådd ;
500146;2002-10-17;Reiseliv og transport;Forstå initiere og iverksette tiltak for optimal utnyttelse av avdelingens medarbeidere og teknisk utstyr ;
500146;2002-10-17;Reiseliv og transport;Sammen med og Gruppekoordinator legge grunnlag for en best mulig disponering av kapasitet ombord i skipene ;
500146;2002-10-17;Reiseliv og transport;Vidreutvikle en høy og effektiv servicegrad mot kundene ;
500146;2002-10-17;Reiseliv og transport;Delta i aktivt arbeid etter behov i avdelingen ;
500146;2002-10-17;Reiseliv og transport;Vi ønsker en utadvent og kontaktskapende person med initiativ og mot til å ha meninger ;
500146;2002-10-17;Reiseliv og transport;Du må ha evne til målrettet samarbeid med forskjellige typer mennesker og kunne skape forståelse og entusiasme hos dine medarbeidere for de arbeidsoppgavene som avdelingen skal utføre ;
500146;2002-10-17;Reiseliv og transport;Du må kunne vise til erfaring og gode resultater fra tilsvarende arbeidsoppgaver ;
500146;2002-10-17;Reiseliv og transport;En relevant utdanningsbakgrunn med gode språkkunnskaper er en selvfølge ;
500146;2002-10-17;Reiseliv og transport;For rette person kan vi tilby konkurranswedyktige vilkår og utfordrende jobb med utviklingsmuligheter ;
500146;2002-10-17;Reiseliv og transport;Skriftlig søknad sendes ;
488675;2002-09-20;Serviceyrker og annet arbeid;Bygge og eiendomsseksjonen har ledig stilling som vaktmester med for tiden tjenestested Gåsbakken skole og barnehage ;
488675;2002-09-20;Serviceyrker og annet arbeid;Vi ønsker en person med gode håndverksmessige kvalifikasjoner og allsidig praksis innsikt i vedlikehold av bygg og uteområder ;
488675;2002-09-20;Serviceyrker og annet arbeid;Stillingen kan kombineres med badevakt stillingen ;
488675;2002-09-20;Serviceyrker og annet arbeid;Tilsettings og arbeidsforhold i h h ;
488675;2002-09-20;Serviceyrker og annet arbeid;til gjeldende lover reglement og avtaler ;
488675;2002-09-20;Serviceyrker og annet arbeid;Send søknad med skjema over utdanning og praksis CV samt kopier av vitnemål og attester ;
381569;2002-02-11;Meglere og konsulenter;Vår nåværende lagersjef skal gå av med pensjon og vi søker en dyktig etterfølger som kan overta ansvaret ;
381569;2002-02-11;Meglere og konsulenter;Vi kan tilby en variert og spennende stilling som innebærer totalansvar for lageret med en lagermedarbeider ;
381569;2002-02-11;Meglere og konsulenter;Vi har moderne IT verktøy og bruker økonomisystem ;
381569;2002-02-11;Meglere og konsulenter;Stillingen er operativ og man får ansvaret for å effektivisere lagerdriften innkjøp av varer varemottak pakking og utsendelse av varer ;
381569;2002-02-11;Meglere og konsulenter;Vi søker en voksen person med god erfaring fra tilsvarende arbeid som forstår hvordan man skal drive effektivt med minst mulig bruk av ressurser ;
381569;2002-02-11;Meglere og konsulenter;Du må ha god ordenssans godt humør gode engelskkunnskaper være serviceminded og tåle stress ;
381569;2002-02-11;Meglere og konsulenter;Vi tilbyr en spennende og utfordrende jobb i godt miljøj og gode forsikringsordninger ;
381569;2002-02-11;Meglere og konsulenter;Send skriftlig søknad med CV til vår postadresse eller via mail ;
445827;2002-06-13;Akademiske yrker;Helsedepartementet Seniorrådgiver til Budsjett og økonomiavdelingen ;
445827;2002-06-13;Akademiske yrker;Arbeidsområdet vil være knyttet opp mot utvikling av systemer for å styrke departementets funksjon som sekretariat for politisk ledelse herunder utvikle de sentrale budsjettdokumentene og styrke interne rapporteringsrutiner for oppfølging av politiske mål og utspill ;
445827;2002-06-13;Akademiske yrker;Det kreves relevant høyere utdanning inngående kjennskap til departementets virksomhetsområde og kompetanse om organisasjonsutvikling planleggingsverktøy og styrings og rapporteringssystemer ;
445827;2002-06-13;Akademiske yrker;Søker må ha relevant arbeidserfaring helst både fra departement og underliggende virksomhet ;
445827;2002-06-13;Akademiske yrker;Det kreves meget god skriftlig og muntlig fremstillingsevne samt erfaring fra fremlegging av faglige problemstillinger i større forsamlinger ;
445827;2002-06-13;Akademiske yrker;I tillegg til erfaring fra informasjonsvirksomhet er det ønskelig med god pedagogisk innsikt formidlingsevne ;
445827;2002-06-13;Akademiske yrker;Samarbeidsevner og høy arbeidskapasitet under tidspress er nødvendige egenskaper ;
445827;2002-06-13;Akademiske yrker;Nærmere opplysninger ved ekspedisjonssjef i tlf ;
445827;2002-06-13;Akademiske yrker; eller ekspedisjonssjef i tlf ;
445827;2002-06-13;Akademiske yrker;Send søknad med CV ;
435938;2002-05-24;Industriarbeid;For klient i Kongsberg søkes finmekanisk kompositt kompetanse gjerne med erfaring fra flytekniske utførende arbeider ;
359884;2002-01-03;Ingeniør- og ikt-fag;Vi trenger derfor flere dyktige medarbeidere til mange utfordrende og interessante oppgaver i en fremtidsrettet næring ;
359884;2002-01-03;Ingeniør- og ikt-fag;Dersom du ser de samme mulighetene som oss ta kontakt ;
359884;2002-01-03;Ingeniør- og ikt-fag;Vi søker feltingeniører onshore offshore for daglig oppfølging av arbeidsoppdrag kommunikasjon med on og offshore konstruksjonsteam ;
359884;2002-01-03;Ingeniør- og ikt-fag;Søker må ha ingeniørutdannelse og min ;
359884;2002-01-03;Ingeniør- og ikt-fag; års erfaring fra oljerelatert virksomhet innen mekaniske eller elektrofag ;
359884;2002-01-03;Ingeniør- og ikt-fag;Erfaring fra tilsvarende oppgaver og erfaring i bruk av dataverktøy ;
359884;2002-01-03;Ingeniør- og ikt-fag;Grunnet behov for større fleksibilitet og tilgjengelighet vil søkere som bor i eller er villige til å flytte til Rogalandsområdet bli foretrukket ;
359884;2002-01-03;Ingeniør- og ikt-fag;Det er også ønskelig med en høyere kvinneandel både i selskapet spesielt og i bransjen generelt ;
359884;2002-01-03;Ingeniør- og ikt-fag;Derfor oppfordres kvinner spesielt til å søke ;
359884;2002-01-03;Ingeniør- og ikt-fag;Lengre erfaring innenfor tilsvarende arbeidsoppgaver kan kompensere for manglende formell utdannelse ;
359884;2002-01-03;Ingeniør- og ikt-fag;Vi vil også vurdere nyutdannede kandidater for opplæring innenfor enkelte av fagområdene ;
359884;2002-01-03;Ingeniør- og ikt-fag;Arbeidsspråket er norsk men for de fleste stillingene vil det være påkrevd med god muntlig og skriftlig fremstillingsevne både på norsk og engelsk ;
359884;2002-01-03;Ingeniør- og ikt-fag;Vi kan tilby en ekspansiv bedrift med et hektisk men godt arbeidsmiljø spennende og varierte arbeidsoppgaver og gode forsikringsordninger ;
359884;2002-01-03;Ingeniør- og ikt-fag;Send skriftlig søknad med kopi av vitnemål ;
489610;2002-09-23;Ingeniør- og ikt-fag;Produksjonsanlegget består av to presser av typen Wifag OF GDT som representeter den siste utvikling innen presseteknologi papirhåndtering med laserstyrte robottrucker elektronisk sideoverføring ;
489610;2002-09-23;Ingeniør- og ikt-fag;Computer to plate produksjon av trykkplater og pakkeriutstyr for fullautomatisk produkthåndtering ;
489610;2002-09-23;Ingeniør- og ikt-fag;Arbeidsområdet vil være knyttet til drift og vedlikehold av produksjonsutstyret byggautomatisering samt nettverksteknologi ;
489610;2002-09-23;Ingeniør- og ikt-fag;Vi ønsker søkere med erfaring fra automatiserte industrianlegg og PLS baserte styresystemer ;
489610;2002-09-23;Ingeniør- og ikt-fag;I tillegg legges vekt på kunnskap innen PC teknologi og kommunikasjon ;
489610;2002-09-23;Ingeniør- og ikt-fag;Søkere med fagbrev som automatiker service elektroniker og med relevant erfaring innenfor det aktuelle arbeidsområdet vil også bli vurdert ;
489610;2002-09-23;Ingeniør- og ikt-fag;Stillingen inngår i en turnus som inneholder noe hjemmevakt skiftarbeid ;
489610;2002-09-23;Ingeniør- og ikt-fag;Vi tilbyr utfordrende oppgaver i et hektisk og spennende miljø ;
489610;2002-09-23;Ingeniør- og ikt-fag;Da vårt produksjonsutstyr kommer fra leverandører i Sveits Tyskland og England er det en forutsetning at søkerne behersker engelsk ;
519467;2002-12-02;Meglere og konsulenter;Du får ansvaret for å skaffe bedriften nye kunder ;
519467;2002-12-02;Meglere og konsulenter;Jobben består i å selge inn løsninger og ramme avtaler som skal bidra til å bedre bedrifters og offentlige virksomheters økonomi ;
519467;2002-12-02;Meglere og konsulenter;I første omgang vil du arbeide med potensielle kunder i Oslo området ;
519467;2002-12-02;Meglere og konsulenter;Etter hvert kan det bli aktuelt å bistå våre kontorer rundt om i landet ;
519467;2002-12-02;Meglere og konsulenter;Hovedoppgavene vil være markedskartlegging prospecting møtebooking kundemøter forhandlinger og kontraktsclosing ;
519467;2002-12-02;Meglere og konsulenter;Du har erfaring fra nysalg ;
519467;2002-12-02;Meglere og konsulenter;Bransjeerfaring er ikke nødvendig men har du innsikt i eller har arbeidet innenfor bank finans økonomitjenester eller kapitalvarer vil det være et godt utgangspunkt ;
519467;2002-12-02;Meglere og konsulenter;Du har et bredt kontaktnett i næringsliv og offentlig forvaltning kan vise til gode resultater og er topp motivert for ny innsats og nye muligheter ;
519467;2002-12-02;Meglere og konsulenter;Vi kan tilby en selvstendig og spennende stilling i en virksomhet i sterk vekst ;
519467;2002-12-02;Meglere og konsulenter;Stillingen gir muligheter for å markere seg gjennom egen resultatskaping i nært samarbeid med profesjonelle kolleger ;
519467;2002-12-02;Meglere og konsulenter;Miljøet er uformelt kundene er krevende og tjenestene er konkurransedyktige ;
519467;2002-12-02;Meglere og konsulenter;Eventuelle spørsmål kan rettes til v tlf ;
519467;2002-12-02;Meglere og konsulenter;Send oss i første omgang en kortfattet søknad med CV ;
519467;2002-12-02;Meglere og konsulenter;Attester og vitnemål vil vi eventuelt be om senere ;
519467;2002-12-02;Meglere og konsulenter;Alle henvendelser blir behandlet konfidensielt om ønskelig også overfor oppdragsgiver ;
519467;2002-12-02;Meglere og konsulenter;Søknad merket sendes snarest til fortrinnsvis pr ;
519467;2002-12-02;Meglere og konsulenter;e post eller til Postboks Skøyen Skøyen Oslo ;
427605;2002-05-06;Ledere;Timetallet ved skolen er ca ;
427605;2002-05-06;Ledere; uketimer og fordelingen mellom administrasjon og undervisning er ca ;
427605;2002-05-06;Ledere;Den tilsatte må kunne dekke undervisning i forhold til enkeltinstrument kanskje særlig messing og eller andre kunstfag ;
427605;2002-05-06;Ledere;Stillingen har en utøvende del ;
427605;2002-05-06;Ledere;Arbeidsvilkår i samsvar med de til enhver tid gjeldende lover reglement og avtaleverk ;
427605;2002-05-06;Ledere;Send søknad med rettkjente vitnemål og attester ;
369182;2002-01-21;Undervisning;En annerledes barnehage ;
369182;2002-01-21;Undervisning;Grønneberg ligger fint til rett bak slottet ;
369182;2002-01-21;Undervisning;Vi vektlegger omsorg verdier og holdninger i vårt daglige arbeid med barna ;
369182;2002-01-21;Undervisning;Vi går mye på tur for å bli kjent i nærmiljøet og naturområder ;
369182;2002-01-21;Undervisning;Vi tilbyr Aktivt miljø godt fellesskap humor og glede veiledning tjenestefri m lønn behjelpelig m bolig ;
369182;2002-01-21;Undervisning;Attester og vitnemål fås ved henvendelse til administrasjonen inntil måned etter søknadsfrist ;
511631;2002-11-12;Undervisning;Vi har en familiebarnehage med plasser for barn år ;
511631;2002-11-12;Undervisning;Vi holder til ca utenfor Sandefjord i retning Kodal ;
511631;2002-11-12;Undervisning;Vi legger stor vekt på uteaktivitet og bruk av gårdsmiljø ;
511631;2002-11-12;Undervisning;Vi søker en leken og omgjengelig førskolelærer som trives godt ute til deltidsstilling som styrer med delt ansvar med eier ;
511631;2002-11-12;Undervisning;Ta gjerne kontakt med Marit på telefon for mer informasjon eller kom på besøk ;
373219;2002-01-28;Butikk- og salgsarbeid;Søker bør være over år ;
373219;2002-01-28;Butikk- og salgsarbeid;Til stillingene som ekstrahjelp helgevakter bør søkere være over år ;
473556;2002-08-22;Barne- og ungdomsarbeid;Du må være være fylt år og bør ha erfaring fra arbeid med barn ;
473556;2002-08-22;Barne- og ungdomsarbeid;Send skriftlig søknad ;
428558;2002-05-07;Serviceyrker og annet arbeid;Vi søker etter blid og utadvendte personer ;
396289;2002-03-07;Bygg og anlegg;For å styrke vår flerfaglige avdeling i Lillehammer har vi behov for flere dyktige medarbeidere ;
396289;2002-03-07;Bygg og anlegg;Det er ønskelig at søkere har fagbrev gr ;
396289;2002-03-07;Bygg og anlegg;L elektriker og god kjennskap til kunder markedet ;
396289;2002-03-07;Bygg og anlegg;For stillingene tilbyr vi utfordrende arbeidsoppgaver i en hektisk bedrift hvor det legges vekt på gode faglige og personlige utviklingsmuligheter ;
396289;2002-03-07;Bygg og anlegg;Send skriftlig søknad med CV og attestkopier som ikke returneres ;
380484;2002-02-08;Bygg og anlegg;Vi er i dag ansatte og ønsker å utvide vår stab ytterligere ;
380484;2002-02-08;Bygg og anlegg;Hovedsakelig utfører vi vårt håndverk i Vestfold ;
380484;2002-02-08;Bygg og anlegg;Du bør være positiv og utadvendt ;
380484;2002-02-08;Bygg og anlegg;Vi kan tilby et aktivt og trivelig miljø ;
380484;2002-02-08;Bygg og anlegg;Ta kontakt eller send skriftlig søknad ;
475766;2002-08-27;Jordbruk, skogbruk og fiske;Vi søker to sjøbante medarbeidere til å arbeide på turnusordning med røkting og høsting av egne og samarbeidspartneres blåskjellanlegg ;
475766;2002-08-27;Jordbruk, skogbruk og fiske;Basen vil være i Sandviskberget i Osen kommune ;
475766;2002-08-27;Jordbruk, skogbruk og fiske;Det er en fordel om søkere har erfaring fra oppdrett fiskeri ;
475766;2002-08-27;Jordbruk, skogbruk og fiske;De rette vil få opplæring i faget ;
418094;2002-04-16;Jordbruk, skogbruk og fiske;Vi søker etter personer event ;
418094;2002-04-16;Jordbruk, skogbruk og fiske;famile til melking og pass av ca ;
685756;2003-12-17;Helse, pleie og omsorg;Avdeling seksjon avd ;
685756;2003-12-17;Helse, pleie og omsorg;S Hovedvekt av drift er operasjoner for ca ;
685756;2003-12-17;Helse, pleie og omsorg;mamma rekonstrukssjonskirurgi plastikkirurgi og karopr ;
685756;2003-12-17;Helse, pleie og omsorg;VI KAN TILBY Opplæring ;
685756;2003-12-17;Helse, pleie og omsorg;Et positivt faglig miljø preget av stå på ånd og arbeidsglede ;
685756;2003-12-17;Helse, pleie og omsorg;Fri alle helger høytider ;
685756;2003-12-17;Helse, pleie og omsorg; ukers sammenhengende sommerferie ;
685756;2003-12-17;Helse, pleie og omsorg; uker innarbeidet avspasering pr ;
685756;2003-12-17;Helse, pleie og omsorg;Vi utarbeider retningslinjer for klinisk stige ;
685756;2003-12-17;Helse, pleie og omsorg;VI ØNSKER AT DU ER Faglig dyktig ;
685756;2003-12-17;Helse, pleie og omsorg;Fleksibel og har evne til å arbeide i tverrfaglig team ;
685756;2003-12-17;Helse, pleie og omsorg;En person med jevnt godt humør som kan ta utfordringer med et smil og kreativt sinn ;
685756;2003-12-17;Helse, pleie og omsorg;Syns du dette lyder spennende ;
685756;2003-12-17;Helse, pleie og omsorg;Ja da er du velkommen som samarbeidspartner i vår avdeling Kval ;
685756;2003-12-17;Helse, pleie og omsorg; Videreutdanning i operasjonssykepleie ;
685756;2003-12-17;Helse, pleie og omsorg;For stillinger hvor det er pålagt ved lov med norsk autorisasjon kreves fremleggelse av autorisasjonsdokument før tiltredelse ;
685756;2003-12-17;Helse, pleie og omsorg;Send skriftlig søknad m CV vedlagt kopi av vitnemål og attester ;
554446;2003-02-25;Helse, pleie og omsorg;Omsorgsavdelingen i Meløy har behov for vikarer i forbindelse med ferieavviklingen ;
554446;2003-02-25;Helse, pleie og omsorg;Arbeidssted kan være Hjemmestjenesten Ørneshaugen bofelleskap Ørnes sykehjem Vallsjøen sykehjem Åsveien og Bergveien boliger Engavågen bofelleskap ;
554446;2003-02-25;Helse, pleie og omsorg;I søknaden må det oppgis ønsket arbeidssted og tidsrom for vikariatet ;
554446;2003-02-25;Helse, pleie og omsorg;Fagpersonell og søkere som kan arbeide store deler av ferieperioden vil bli foretrukket ;
554446;2003-02-25;Helse, pleie og omsorg;Kontakt Send søknad med CV ;
539309;2003-01-27;Bygg og anlegg;ABB har stor suksess med flerfaglige leveranser til våre kunder ;
539309;2003-01-27;Bygg og anlegg;I Grimstad søker vi flere nye medarbeidere ;
539309;2003-01-27;Bygg og anlegg;Ønskede kvalifikasjoner fagbrev som elektriker gr l interesse for svakstrøm sterkstrøm relevant arbeidserfaring samarbeidsevner og selvstendighet evne og vilje til innsats og egenutvikling ;
539309;2003-01-27;Bygg og anlegg;Vi tilbyr for stillingene selvstendige og varierte arbeidsoppgaver utfordrende og interssante oppgaver i en ledende bedrift gode muligheter for faglig og personlig utvikling konkurransedyktige lønns pensjons og forsikringsordninger ;
539309;2003-01-27;Bygg og anlegg;Ønsker du ytterligere informasjon om stillingen ta kontakt med avdelingsleder tlf ;
539309;2003-01-27;Bygg og anlegg; mobil eller ved e mail Send skriftlig søknad med CV til vår adresse ;
616470;2003-06-24;Ledere;Lillås skole er en skole som ligger i Horten kommune ;
616470;2003-06-24;Ledere;Det er ca ;
616470;2003-06-24;Ledere; elever på skolen fordelt på klasser og ca ;
616470;2003-06-24;Ledere; barn som benytter seg av skolens SFO tilbud ;
616470;2003-06-24;Ledere;Skolen ligger i naturskjønne omgivelser med kort avstand til skog og sjø og til Horten sentrum ;
616470;2003-06-24;Ledere;Skolen var nyoppusset i og har nytt uteanlegg som blir helt ferdig før skolestart til høsten ;
616470;2003-06-24;Ledere;Lærerne er organisert i team og teamlederne sitter i skolens plangruppe sammen med skolens ledelse ;
616470;2003-06-24;Ledere;Administrasjonsressursen er på ca ;
616470;2003-06-24;Ledere; fordelt på rektor og inspektør samt skolesekretær i stilling ;
616470;2003-06-24;Ledere;Skolen skal delta i Olweus programmet mot mobbing fra høsten ;
616470;2003-06-24;Ledere;For øvrig er skolen inne i gode prosesser når det gjelder elevmedvirkning og musiske aktiviteter i aldersblandede grupper ;
616470;2003-06-24;Ledere;Vi søker etter en rektor som Er en tydelig leder som er flink til å kommunisere er visjonær og har vilje og evne til å gjennomføre utvikling og endringer har et positivt menneskesyn og god sosial kompetanse kan delegere oppgaver og utnytte medarbeidernes kompetanse for å oppnå resultater vil ha en åpen og konstruktiv dialog med foreldre og lokalmiljø ;
616470;2003-06-24;Ledere;Nærmere opplysninger om stillingen kan fåes av kommunalsjef tlf ;
616470;2003-06-24;Ledere; eller kommunalsjef tlf ;
616470;2003-06-24;Ledere;Arbeidstakere ansettes i kommunen på de vilkår og med de rettigheter og plikter som følger av overenskomster reglementer og lover ;
616470;2003-06-24;Ledere;Det ytes også flyttegodtgjørelse etter kommunens retningslinjer ;
616470;2003-06-24;Ledere;Send søknad med CV ;
616470;2003-06-24;Ledere;Kopier av attester og vitnemål tas med til et ev ;
616470;2003-06-24;Ledere;Vi gjør oppmerksom på at tilsendte papirer ikke returneres ;
566965;2003-03-17;Butikk- og salgsarbeid;Plantasjen søker etter sesonghjelp til å betjene salgstopper ferier etc ;
566965;2003-03-17;Butikk- og salgsarbeid;Vi søker etter personer som er over år ;
566965;2003-03-17;Butikk- og salgsarbeid;Vi søker både kassapersonale og personer som kan holde orden i butikken ;
566965;2003-03-17;Butikk- og salgsarbeid;Arbeidstid etter avtale ;
566965;2003-03-17;Butikk- og salgsarbeid;Send søknad med vitnemål og attester ;
561811;2003-03-10;Ledere;Trara b skole har ca ;
561811;2003-03-10;Ledere; elever fordelt på klasser på ;
561811;2003-03-10;Ledere; trinn med ca ;
561811;2003-03-10;Ledere;Skolen har p t ;
561811;2003-03-10;Ledere; spesialavdelinger med alternativ opplæringstilbud ;
561811;2003-03-10;Ledere;Nærmere opplysninger om den enkelte skole finnes på Vi søker ledere som Har evne til å utøve lederskap ved en skole i stadig endring ;
561811;2003-03-10;Ledere;Kan være pådriver i det pedagogiske utviklingsarbeidet ;
561811;2003-03-10;Ledere;Kan utvikle skolen i h h t ;
561811;2003-03-10;Ledere;skolens kommunens og nasjonale satsningsområder ;
561811;2003-03-10;Ledere;Arbeider målrettet og systematisk ;
