Stilling id;Registrert dato;Yrke grovgruppe;Setning;Kategori
5939751;2013-06-26;Helse, pleie og omsorg;Er bevisst sine haldningar og prioriterer høgt verdier som respekt lojalitet og etikk ;
5939751;2013-06-26;Helse, pleie og omsorg;Arbeid i turnus kvar helg ;
5939751;2013-06-26;Helse, pleie og omsorg;Menn vert oppfordra til å søkje ;
5939751;2013-06-26;Helse, pleie og omsorg;Personlege eigenskapar vil bli vektlagt ;
5939751;2013-06-26;Helse, pleie og omsorg;Gyldig politiattest må framleggjast ved evt ;
5939751;2013-06-26;Helse, pleie og omsorg;Autorisasjon som vernepleiar ;
5939751;2013-06-26;Helse, pleie og omsorg;Sertifikat kl B Gode norsk skriftleg og munnleg framstillingsevne ;
5939751;2013-06-26;Helse, pleie og omsorg;Andre med relevant helse ;
5939751;2013-06-26;Helse, pleie og omsorg;og eller sosialfagleg eller pedagogisk høgskuleutdanning kan bli vurdert ;
5939751;2013-06-26;Helse, pleie og omsorg;For meir opplysningar om stillinga ta kontakt med leiar ;
5939751;2013-06-26;Helse, pleie og omsorg;Austevoll kommune kan tilby ;
5939751;2013-06-26;Helse, pleie og omsorg;Interessante arbeidsoppgåver i positivt miljø ;
5939751;2013-06-26;Helse, pleie og omsorg;Lenke til stilling ;
5939751;2013-06-26;Helse, pleie og omsorg;no Selvbetjening Skjema ;
4721156;2013-02-06;Reiseliv og transport;Haugesund kommune trenger ferievikarer for mange yrkesgrupper ;
5345733;2013-04-05;Helse, pleie og omsorg;St nr ;
5345733;2013-04-05;Helse, pleie og omsorg;Hjelpepleier Helsefagarbeider fast stilling ved Namsos bo ;
5345733;2013-04-05;Helse, pleie og omsorg;Stillingen er f t lagt til helsedistrikt Sør avd ;
5345733;2013-04-05;Helse, pleie og omsorg;og servicesenter og innebærer jobb i hjemmesykepleien ved Namsos bo ;
5345733;2013-04-05;Helse, pleie og omsorg;og servicesenter avdeling og ute i tilhørende distrikt ;
5345733;2013-04-05;Helse, pleie og omsorg;Stillingen inngår i turnus med helgejobbing samt kveldsvakter noen ukedager ;
5345733;2013-04-05;Helse, pleie og omsorg;Stillingen innebærer at medikamenter skal håndteres forsvarlig i tjenesten og det kreves derfor bestått elektronisk medikament test ved distriktet ;
5345733;2013-04-05;Helse, pleie og omsorg;Ansvar for det faglige tilbudet til bruker ;
5345733;2013-04-05;Helse, pleie og omsorg;Delta i direkte tjenesteyting overfor brukere og bidra til at målsettinger innenfor tjenesten oppnås ;
5345733;2013-04-05;Helse, pleie og omsorg;Vi søker en person som ;
5345733;2013-04-05;Helse, pleie og omsorg;Er offentlig godkjent hjelpepleier helsefagarbeider ;
5345733;2013-04-05;Helse, pleie og omsorg;Har gyldig førerkort for bil ;
5345733;2013-04-05;Helse, pleie og omsorg;Er fleksibel i forhold til arbeidssted og arbeidsoppgaver ;
5345733;2013-04-05;Helse, pleie og omsorg;Deltar i arbeidsplassens endringsprosesser i takt med samfunnsendringer og krav ;
5345733;2013-04-05;Helse, pleie og omsorg;Er god på kommunikasjon og samarbeid ;
5345733;2013-04-05;Helse, pleie og omsorg;Er løsningsorientert og positiv ;
5345733;2013-04-05;Helse, pleie og omsorg;Er selvstendig og tar initiativ og ansvar ;
5345733;2013-04-05;Helse, pleie og omsorg;Representerer lojalitet stabilitet forutsigbarhet og kontinuitet ;
5345733;2013-04-05;Helse, pleie og omsorg;Viser interesse og engasjement ;
5345733;2013-04-05;Helse, pleie og omsorg;Har relevant praksis ;
5345733;2013-04-05;Helse, pleie og omsorg;Har kunnskap om er komfortabel med bruk av data ;
5345733;2013-04-05;Helse, pleie og omsorg;Har evne til å ta ansvar for å kvalitetssikre tjenesten i tråd med gjeldende lover og regelverk ;
5345733;2013-04-05;Helse, pleie og omsorg;Søkere må påregne å bli innkalt til intervju og personlige egenskaper vil bli vektlagt ved utvelgelsen ;
5345733;2013-04-05;Helse, pleie og omsorg;Vi ber om at referanser oppgis ;
5345733;2013-04-05;Helse, pleie og omsorg;eller vernepleierstudenter med bestått medikament test fra HiNT oppfordres også til å søke på stillingen ;
5345733;2013-04-05;Helse, pleie og omsorg;St kode ;
5345733;2013-04-05;Helse, pleie og omsorg;Årslønn etter tariff ;
5345733;2013-04-05;Helse, pleie og omsorg;Nærmere opplysninger om stillingen fås ved henvendelse til avdelingsleder ;
5345733;2013-04-05;Helse, pleie og omsorg;Stillingen er ikke lyst ledig internt i kommunen ;
5345733;2013-04-05;Helse, pleie og omsorg;Det tas derfor forbehold om fortrinnsrett for interne søkere jfr arbeidsmiljøloven ;
5345733;2013-04-05;Helse, pleie og omsorg; hovedtariffavtalen kap ;
5345733;2013-04-05;Helse, pleie og omsorg;Nærmere opplysninger om stillingen fås ved henvendelse til avdelingsleder ;
7041450;2013-11-29;Kontorarbeid;Vi søker en regnskapsfører som skal arbeide med våre to butikker på Harebakken ;
7041450;2013-11-29;Kontorarbeid;Henholdsvis MIX og Life ;
7041450;2013-11-29;Kontorarbeid;Dette er to forholdsvis små og enkle regnskap ;
7041450;2013-11-29;Kontorarbeid;Arbeidet vil bestå i periodevis føring av regnskap lønn og årsoppgjør og øvrige rapporter ;
7041450;2013-11-29;Kontorarbeid;Evt i samarbeid med revisor ;
7041450;2013-11-29;Kontorarbeid;Du kan arbeide selvstendig enten ut fra butikk eller hjemmekontor ;
7041450;2013-11-29;Kontorarbeid;Dersom du er interessert i butikkarbeide vil det være en fordel mht stillingsbrøken ;
7041450;2013-11-29;Kontorarbeid;Lønn og øvrige betingelser etter avtale ;
7041450;2013-11-29;Kontorarbeid;Send gjerne søknad på mail til;
4561076;2013-01-23;Bygg og anlegg;Vi har behov for å knytte til oss i første rekke skadesanerere men også reholdere for tilkalling ved behov ;
4561076;2013-01-23;Bygg og anlegg;Til tider ganske stort behov for ekstra bemanning særlig for skadesanerere ;
4561076;2013-01-23;Bygg og anlegg;Bra med bakgrunn som snekker men ikke påkrevet ;
4561076;2013-01-23;Bygg og anlegg;Opplæring blir gitt og vi holder verktøy og arbeidsklær ;
4561076;2013-01-23;Bygg og anlegg;Arbeidstiden er i hovedsak dagtid men noe overtid kan forekomme i forbindelse med ferdigstilling av arbeide ;
4561076;2013-01-23;Bygg og anlegg;Litt reisevirksomhet kan også forkomme fra tid til annen ;
4561076;2013-01-23;Bygg og anlegg;For rett person kan det utvikle seg til fast jobb dersom markedssituasjonen tilsier behov for det ;
4500561;2013-01-18;Serviceyrker og annet arbeid;Du hjelper kunden gjennom en grundig behovskartlegging skreddersy motiverende og individuelle kostholds ;
4500561;2013-01-18;Serviceyrker og annet arbeid;og treningsplaner som får kunden til å nå målet sitt ;
4500561;2013-01-18;Serviceyrker og annet arbeid;Markedsføring av egne tjenester og tar selv ta ansvar for opparbeidelse av egen kundeportefølje ;
4500561;2013-01-18;Serviceyrker og annet arbeid;Du er en positiv inspirator pådriver og bidragsyter på senteret og således hjelpe teamet til å utvikle seg videre ;
4500561;2013-01-18;Serviceyrker og annet arbeid;I tillegg til at du har en solid faglig kompetanse fremstår du som en profesjonell selvsikker og ydmyk trener og du er ;
4500561;2013-01-18;Serviceyrker og annet arbeid;selvstendig og har evne til å ta egne initiativ ;
4500561;2013-01-18;Serviceyrker og annet arbeid;utadvendt og omgjengelig med et glimt i øyet ;
4500561;2013-01-18;Serviceyrker og annet arbeid;omstillingsdyktig når nødvendig ;
4500561;2013-01-18;Serviceyrker og annet arbeid;Jobbe i ELIXIA ;
4500561;2013-01-18;Serviceyrker og annet arbeid;Som medarbeider i ELIXIA uansett om du jobber med trening service renhold barnepass eller salg så er du med på å gjøre en samfunnsmessig viktig jobb ;
4500561;2013-01-18;Serviceyrker og annet arbeid;DU er med på å hjelpe enkeltmennesker til et bedre liv til å realisere et mål eller kanskje til å gjennomføre en drøm ;
4500561;2013-01-18;Serviceyrker og annet arbeid;Det er dette som gjør at vi i ELIXIA trolig har en hyggeligere og mer meningsfylt arbeidsdag enn mange andre ;
4500561;2013-01-18;Serviceyrker og annet arbeid;ledende treningskjede innenfor PT spesielt legger vi stor vekt på faglig oppdatering og videreutvikling av våre trenere ;
4500561;2013-01-18;Serviceyrker og annet arbeid;Du kan derfor se fram til både læringsrike og innovative kurs og WS der du tilegner deg kunnskap som resulterer i enda bedre PT ;
4500561;2013-01-18;Serviceyrker og annet arbeid;timer og økt lojalitet fra kundene ;
4500561;2013-01-18;Serviceyrker og annet arbeid;For elektronisk søknadsskjema ;
6671246;2013-10-08;Butikk- og salgsarbeid;har i dag ansvaret for to butikker i Hordaland men skal fra nyttår konsentrere seg om en butikk ;
6671246;2013-10-08;Butikk- og salgsarbeid;I den anledning søker NILLE på ;
6671246;2013-10-08;Butikk- og salgsarbeid;en utadvendt resultatorientert og selvgående butikksjef med sterk kremmerinstinkt ;
6671246;2013-10-08;Butikk- og salgsarbeid;Hvis du i tillegg er god på planlegging er strukturert og ønsker å utfordre butikkens medarbeidere til å bli et velsmurt salgsteam ;
6671246;2013-10-08;Butikk- og salgsarbeid;kan DU være den vi søker ;
6671246;2013-10-08;Butikk- og salgsarbeid;Butikksjefens ansvarsområder er bl ;
6671246;2013-10-08;Butikk- og salgsarbeid;a Totalansvar for butikkens drift utvikling og resultater ;
6671246;2013-10-08;Butikk- og salgsarbeid;Godt utviklet kremmerånd ;
6671246;2013-10-08;Butikk- og salgsarbeid;Vi kan tilby deg ;
6671246;2013-10-08;Butikk- og salgsarbeid;En selvstendig jobb i en bedrift i sterk vekst og med et spennende varesortiment ;
6671246;2013-10-08;Butikk- og salgsarbeid;Ytterligere spørsmål om stillingen kan rettes til distriktssjef ;
5600161;2013-05-10;Butikk- og salgsarbeid;Racingspesialist langrenn nordisk ;
5600161;2013-05-10;Butikk- og salgsarbeid;søker deg som har lidenskap for vinter og ski spesielt racing langrenn ;
5600161;2013-05-10;Butikk- og salgsarbeid;Vi er en sportsbutikk som satser på de aktive utøverne innenfor løp sykkel langrenn og klubb ;
5600161;2013-05-10;Butikk- og salgsarbeid; tlf mob epost ;
5600161;2013-05-10;Butikk- og salgsarbeid;For elektronisk søknadsskjema ;
6366388;2013-08-26;Barne- og ungdomsarbeid; vikariat fra ;
6366388;2013-08-26;Barne- og ungdomsarbeid;Se utfyllende annonsetekst og søk via elektronisk skjema som finnes på www ;
6366388;2013-08-26;Barne- og ungdomsarbeid;Malvik kommune ønsker en balansert alders ;
6366388;2013-08-26;Barne- og ungdomsarbeid;Attester og vitnemål tas med ved innkalling til intervju dersom ikke annet framgår av annonsen ;
5152388;2013-03-15;Undervisning;I kommunen vil følgende stillinger for pedagogisk personell bli ledige fra ;
5152388;2013-03-15;Undervisning;ungdomsskole kan det bli ledige stillinger fra høsten ;
5152388;2013-03-15;Undervisning;Skolen er organisert i tre team med ansvar for hvert sitt alderstrinn og det er ønskelig at lærerne på teamet dekker de fleste fag på ungdomstrinnet ;
5152388;2013-03-15;Undervisning;Det er derfor ønskelig med lærere med undervisningskompetanse i flere fag ;
5152388;2013-03-15;Undervisning;I tillegg til språkfagene norsk engelsk og tysk spansk ønsker vi søkere med kompetanse i kunst og håndverk ;
5152388;2013-03-15;Undervisning; eller e post ;
5152388;2013-03-15;Undervisning;For alle stillingene legges det vekt på ;
5152388;2013-03-15;Undervisning;Godkjent faglig og pedagogisk kompetanse ;
5152388;2013-03-15;Undervisning;et inkluderende lærings ;
5152388;2013-03-15;Undervisning;erfaring fra lignende arbeid ;
5152388;2013-03-15;Undervisning;Intervju vil bli gjennomført ;
5152388;2013-03-15;Undervisning;Politiattest ikke eldre enn mnd må framlegges før tiltredelse ;
5152388;2013-03-15;Undervisning;Vi ber om at søkerne prioriterer tjenestested ved søknad på flere steder ;
5152388;2013-03-15;Undervisning;Søkere vil også bli vurdert til andre stillinger både faste og vikariater som måtte bli ledige under tilsettingsprosessen ;
5152388;2013-03-15;Undervisning;Tilsettinger skjer på de vilkår som går fram av lover reglement og tariffavtaler herunder risikodekning i pensjonsordning hvor arbeidstaker og arbeidsgiver betaler innskudd ;
5152388;2013-03-15;Undervisning;Alvdal kommune har måneders prøvetid på sine stillinger ;
5152388;2013-03-15;Undervisning;CV vil bli brukt i utvidet søkerliste ;
5152388;2013-03-15;Undervisning;I henhold til Offentleglova ledd kan søkerlister offentliggjøres ;
5152388;2013-03-15;Undervisning;Søknad med rettkjente kopier av vitnemål og attester sendes Alvdal kommune Servicekontoret Alvdal innen april ;
4971587;2013-02-27;Akademiske yrker;Medarbeider i tillitsvalgtopplæringen ;
4971587;2013-02-27;Akademiske yrker;Utdanningsforbundets tillitsvalgtopplæring har ansvaret for at Utdanningsforbundets mer enn tillitsvalgte på alle nivåer i organisasjonen er godt skolert i arbeidet for å ivareta medlemmenes lønns ;
4971587;2013-02-27;Akademiske yrker;I det sentrale sekretariatet er ansvaret lagt til avdeling for organisasjonsutvikling og medlemstjenester ;
4971587;2013-02-27;Akademiske yrker;seksjon for opplæring kurs og konferanser ;
4971587;2013-02-27;Akademiske yrker;Vi søker etter en profesjonell selvstendig og utadvent person med gode kunnskaper om organisasjonsarbeid som kan styrke Utdanningsforbundet som kursarrangør innenfor den sentrale kursvirksomheten og tillitsvalgtopplæringen ;
4971587;2013-02-27;Akademiske yrker;Hausmanns gate ;
4971587;2013-02-27;Akademiske yrker;Reiseaktivitet Noe reisevirksomhet må påregnes ;
4971587;2013-02-27;Akademiske yrker;Antall stillinger ;
4971587;2013-02-27;Akademiske yrker;For fullstendig utlysningstekst og elektronisk søknadsskjema ;
4325768;2013-01-03;Serviceyrker og annet arbeid;Vi trenger flinke folk og søker etter ;
4325768;2013-01-03;Serviceyrker og annet arbeid;FESTIVALSJEF DAGLIG LEDER ;
4325768;2013-01-03;Serviceyrker og annet arbeid;Da vår daglige leder skal ut i permisjon er vi på jakt etter en erstatter i stilling fra ca april ;
4325768;2013-01-03;Serviceyrker og annet arbeid;Varighet ca ett år med mulighet for forlengelse ;
4325768;2013-01-03;Serviceyrker og annet arbeid;Som rockefestivalens daglige leder vil du få overordnet ansvar for utvikling organisering og gjennomføring av festivalen ;
4325768;2013-01-03;Serviceyrker og annet arbeid;Herunder ligger markedsføring økonomisk styring sponsorarbeid og booking av artister i samarbeid med styret og de ulike festivalkomiteeene ;
4325768;2013-01-03;Serviceyrker og annet arbeid;Ledererfaring og erfaring fra organisering av kulturarrangementer er ønskelig ;
4325768;2013-01-03;Serviceyrker og annet arbeid;Er du nysgjerrig på å høre mer om disse spennende stillingene eller ønsker å sende en søknad ;
6496279;2013-09-13;Undervisning; vikariat fra ;
6496279;2013-09-13;Undervisning;no eller www ;
6388106;2013-08-29;Barne- og ungdomsarbeid;Den som blir ansatt i vikariatet må vise politiattest ;
5204196;2013-03-19;Ingeniør- og ikt-fag;Les mer om Aibel og se våre ledige stillinger på www ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Vi søker en erfaren LCI koordinator til utfordrende og ansvarsfulle oppgaver hos en av våre kunder ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Koordinering innen og mellom alle områder i prosjektorganisasjonen inklusiv utstyrsleverandører med hensyn på LCI aktiviteter ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Koordinering av LCI mot Kunde ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Verifikasjon av LCI leveransene fra leverandør kontraktør ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Verifikasjon av LCI mot endelig overlevering Kunde ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Delta i håndtering av LCI avvik og feil ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Påse at arbeidsprosessen utføres ihht bedriftens og kundens styrende dokumentasjon ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Utarbeide følge opp og vedlikeholde plan for LCI leveranser ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Verifisere at krav til LCI blir fulgt internt i prosjektet hos pakkeansvarlige og disiplinansvarlige ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Verifisere at krav til LCI blir ivaretatt ved utstedelse av PO fra prosjektet til Leverandør kontraktør ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Verifisere og følge opp at Leverandør leverer iht ;
5801667;2013-06-07;Ingeniør- og ikt-fag;PO og spesifikasjon når det gjelder LCI leveransen ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Delta i behandlingen av LCI relaterte avklaringer og i avviksbehandlings møter ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Rapportering av LCI fremdrift iht ;
5801667;2013-06-07;Ingeniør- og ikt-fag;LCI plan og prosjektplan ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Informasjon og opplæringsvirksomhet innenfor LCI relaterte tema i prosjektet og til leverandører ;
5801667;2013-06-07;Ingeniør- og ikt-fag; års erfaring innenfor LCI koordinering EPCIC MMO Olje og Gass ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Ingeniør sivilingeniør eller tilsvarende med solid erfaring fra olje ;
5801667;2013-06-07;Ingeniør- og ikt-fag;og gassindustrien ;
5801667;2013-06-07;Ingeniør- og ikt-fag;God multidisiplin forståelse ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Må kunne norsk og engelsk muntlig og skriftlig ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Kunnskap om SmartPlant ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Kompetanse innen STID ARIS TR WR PIMS R ProCoSys ;
5801667;2013-06-07;Ingeniør- og ikt-fag;Send CV og søknad til Ring tlf ;
5801667;2013-06-07;Ingeniør- og ikt-fag;for mer informasjon ;
5218753;2013-03-20;Industriarbeid;Hovedoppgavene er ledelse av et arbeidslag på ;
5218753;2013-03-20;Industriarbeid; mann som skal montere betongelementer og stålkonstruksjoner på våre anlegg ;
5218753;2013-03-20;Industriarbeid;Som montasjeleder må du kunne planlegge montasje ;
5218753;2013-03-20;Industriarbeid;aktiviteter foreta elementbestillinger lede og motivere dine kollegaer til innsats samt kvalitetssikre og dokumentere utført arbeid ;
5218753;2013-03-20;Industriarbeid;AS på byggeplassen og rapporterer fremdrift og ressursbehov til vår prosjektleder ;
5218753;2013-03-20;Industriarbeid;Hvem er du ;
5218753;2013-03-20;Industriarbeid;Du har praktisk erfaring god planleggingsevne og er bevisst på å utvikle et godt samarbeid på prosjektet ;
5218753;2013-03-20;Industriarbeid;Du erkjenner at ledelse innebærer å nå mål gjennom andre og at risikovurdering er alt annet overordnet ;
5218753;2013-03-20;Industriarbeid;Du kjennetegnes ved ærlighet lojalitet og entusiasme ;
5218753;2013-03-20;Industriarbeid;og ved å ha et sterkt fokus på HMS og kvalitet ;
5218753;2013-03-20;Industriarbeid;For å kunne fylle en stilling som montasjeleder må du ha solid innsikt i faglige problemstillinger ;
5218753;2013-03-20;Industriarbeid;Du har erfaring fra elementbransjen og gjerne teknisk utdannelse ;
5218753;2013-03-20;Industriarbeid;Vi tilbyr gode betingelser utfordrende arbeidsoppgaver dyktige medarbeidere og et godt arbeidsmiljø ;
5218753;2013-03-20;Industriarbeid;Vi er også interesserte i å knytte til oss komplette montasjelag ;
5218753;2013-03-20;Industriarbeid; for mer informasjon ;
5218753;2013-03-20;Industriarbeid;Skriftlig søknad med CV sendes ;
5218753;2013-03-20;Industriarbeid; Pb Rolvsøy eller på mail til ;
4142977;2012-12-18;Reiseliv og transport;Hva forventer vi av en SJÅFØR i blir lagt merke til i trafikken ;
4142977;2012-12-18;Reiseliv og transport;du kjører faktisk rundt med den største logoen vi har ;
4142977;2012-12-18;Reiseliv og transport;At du både overholder trafikkreglene og viser varsomhet er en selvfølge ;
4142977;2012-12-18;Reiseliv og transport;Vi er svært avhengig av å gi et positivt inntrykk ovenfor våre kunder og vårt nærmiljø ;
4142977;2012-12-18;Reiseliv og transport;Kundebehandling og det at du husker at du alltid har med deg alt som er bestilt er også viktig ;
4142977;2012-12-18;Reiseliv og transport;For våre leveringskunder er du faktisk den eneste de møter ansikt til ansikt og det gjør deg til en viktig Peppes ;
4142977;2012-12-18;Reiseliv og transport;Som sjåfør i vil du gjennom din stilling disponere og ha ansvaret for svært kostbart materiell ;
4142977;2012-12-18;Reiseliv og transport;Dette må du alltid ta hensyn til ved å behandle firmaets biler med størst mulig forsiktighet ;
4142977;2012-12-18;Reiseliv og transport;Som sjåfør må du ha hatt lappen i minst år og faktisk ha forståelse for at du er Peppes ansikt utad i trafikken ;
4142977;2012-12-18;Reiseliv og transport;Vi verdsetter utadvendte fleksible og ansvarsbevisste medarbeidere ;
